"Sample","Peak","Intensity","Frequency","Key","Correction"
"misty_harp_39",1,1,154.775,51,9
"misty_harp_39",2,0.327939,624.482,75,-6
"misty_harp_39",3,0.210424,231.489,58,12
"misty_harp_39",4,0.152744,308.203,63,16
"misty_harp_39",5,0.137221,388.955,67,13
"misty_harp_39",6,0.0959597,312.241,63,-6
"misty_harp_39",7,0.0899637,545.076,73,29
"misty_harp_39",8,0.0765207,465.67,70,2
"misty_harp_39",9,0.0596952,146.699,50,2
"misty_harp_39",10,0.0503873,76.7144,39,24
"misty_harp_40",1,1,328.391,64,7
"misty_harp_40",2,0.703922,164.196,52,7
"misty_harp_40",3,0.537072,246.294,59,5
"misty_harp_40",4,0.470351,332.429,64,-15
"misty_harp_40",5,0.367156,493.933,71,0
"misty_harp_40",6,0.223797,242.256,59,33
"misty_harp_40",7,0.20763,410.489,68,20
"misty_harp_40",8,0.197935,577.377,74,30
"misty_harp_40",9,0.169244,168.233,52,-36
"misty_harp_40",10,0.0899626,320.316,64,50
"misty_harp_40",11,0.0846522,255.715,60,40
"misty_harp_40",12,0.0822971,172.271,53,23
"misty_harp_40",13,0.0797493,258.406,60,21
"misty_harp_40",14,0.0769692,156.12,51,-6
"misty_harp_40",15,0.0583117,176.308,53,-17
"misty_harp_40",16,0.0554802,343.196,65,30
"misty_harp_41",1,1,173.617,53,10
"misty_harp_41",2,0.547427,261.098,60,3
"misty_harp_41",3,0.300222,612.369,75,28
"misty_harp_41",4,0.290223,349.925,65,-3
"misty_harp_41",5,0.17864,177.654,53,-30
"misty_harp_41",6,0.0854641,181.692,54,31
"misty_harp_41",7,0.0817331,86.1354,41,23
"misty_harp_41",8,0.0665428,165.542,52,-8
"misty_harp_41",9,0.0595153,254.369,60,49
"misty_harp_41",10,0.0562682,185.73,54,-7
"misty_harp_41",11,0.0557484,269.173,60,-49
"misty_harp_42",1,1,370.113,66,-1
"misty_harp_42",2,0.82061,184.384,54,6
"misty_harp_42",3,0.801331,275.903,61,8
"misty_harp_42",4,0.151838,91.5189,42,18
"misty_harp_42",5,0.133897,555.843,73,-5
"misty_harp_42",6,0.114687,267.827,60,-41
"misty_harp_42",7,0.0814116,461.632,70,17
"misty_harp_42",8,0.0718854,843.858,80,-27
"misty_harp_42",9,0.0649603,177.654,53,-30
"misty_harp_42",10,0.0528782,382.226,67,44
"misty_harp_43",1,1,293.399,62,2
"misty_harp_43",2,0.54053,195.151,55,7
"misty_harp_43",3,0.185575,98.2482,43,-4
"misty_harp_43",4,0.17753,391.647,67,2
"misty_harp_43",5,0.0889771,592.181,74,-14
"misty_harp_43",6,0.0801084,489.895,71,14
"misty_harp_43",7,0.0740655,589.489,74,-6
"misty_harp_44",1,1,205.918,56,15
"misty_harp_44",2,0.618303,310.895,63,1
"misty_harp_44",3,0.279219,414.527,68,3
"misty_harp_44",4,0.227508,103.632,44,3
"misty_harp_44",5,0.104092,520.85,72,8
"misty_harp_44",6,0.10221,625.828,75,-10
"misty_harp_44",7,0.0697769,216.684,57,26
"misty_harp_45",1,1,329.737,64,-1
"misty_harp_45",2,0.703225,218.03,57,16
"misty_harp_45",3,0.625282,109.015,45,16
"misty_harp_45",4,0.466834,550.459,73,12
"misty_harp_45",5,0.201318,438.752,69,5
"misty_harp_45",6,0.155865,892.309,81,-24
"misty_harp_45",7,0.11317,546.422,73,25
"misty_harp_45",8,0.0725886,226.106,57,-47
"misty_harp_45",9,0.0549767,323.008,64,35
"misty_harp_46",1,1,232.835,58,2
"misty_harp_46",2,0.936686,349.925,65,-3
"misty_harp_46",3,0.598303,115.744,46,12
"misty_harp_46",4,0.400226,465.67,70,2
"misty_harp_46",5,0.192617,584.106,74,10
"misty_harp_46",6,0.0795411,224.76,57,-37
"misty_harp_46",7,0.0699814,328.391,64,7
"misty_harp_46",8,0.0671148,240.91,59,43
"misty_harp_46",9,0.0661912,355.309,65,-30
"misty_harp_46",10,0.0575909,359.346,65,-49
"misty_harp_46",11,0.0568972,335.121,64,-29
"misty_harp_46",12,0.0547493,339.158,64,-49
"misty_harp_47",1,1,246.294,59,5
"misty_harp_47",2,0.257692,493.933,71,0
"misty_harp_47",3,0.234656,122.474,47,14
"misty_harp_47",4,0.221712,620.444,75,5
"misty_harp_47",5,0.163542,371.459,66,-7
"misty_harp_47",6,0.0747121,625.828,75,-10
"misty_harp_47",7,0.0500752,234.181,58,-8
"misty_harp_48",1,1,261.098,60,3
"misty_harp_48",2,0.661582,392.993,67,-4
"misty_harp_48",3,0.397573,655.437,76,10
"misty_harp_48",4,0.272424,265.136,60,-23
"misty_harp_48",5,0.220422,130.549,48,3
"misty_harp_48",6,0.137926,1722.71,93,37
"misty_harp_48",7,0.102397,251.677,59,-33
"misty_harp_48",8,0.0952355,1185.71,86,-16
"misty_harp_48",9,0.0921488,787.332,79,-7
"misty_harp_48",10,0.0886232,246.294,59,5
"misty_harp_48",11,0.077875,1452.19,90,33
"misty_harp_48",12,0.0730981,1052.47,84,-10
"misty_harp_48",13,0.0697539,1318.95,88,-1
"misty_harp_48",14,0.0685939,277.248,61,0
"misty_harp_48",15,0.0653225,523.542,72,-1
"misty_harp_48",16,0.0628842,242.256,59,33
"misty_harp_48",17,0.0508489,236.872,58,-28
"misty_harp_48",18,0.0503048,919.227,82,24
"misty_harp_49",1,1,275.903,61,8
"misty_harp_49",2,0.531662,137.278,49,16
"misty_harp_49",3,0.203181,415.873,68,-2
"misty_harp_49",4,0.201102,554.497,73,0
"misty_harp_49",5,0.147643,271.865,61,34
"misty_harp_49",6,0.085911,694.467,77,10
"misty_harp_49",7,0.0690347,283.978,61,-42
"misty_harp_49",8,0.0618752,267.827,60,-41
"misty_harp_50",1,1,293.399,62,2
"misty_harp_50",2,0.535688,585.452,74,6
"misty_harp_50",3,0.446324,733.497,78,15
"misty_harp_50",4,0.229188,1177.63,86,-4
"misty_harp_50",5,0.186584,286.67,62,42
"misty_harp_50",6,0.12929,433.369,69,26
"misty_harp_50",7,0.115115,145.354,50,18
"misty_harp_50",8,0.102883,1181.67,86,-10
"misty_harp_50",9,0.093938,302.82,63,47
"misty_harp_50",10,0.0907243,1029.59,84,28
"misty_harp_50",11,0.0906744,440.098,69,0
"misty_harp_50",12,0.0797154,282.632,61,-34
"misty_harp_50",13,0.07224,581.414,74,18
"misty_harp_50",14,0.0705564,306.858,63,24
"misty_harp_50",15,0.0606126,278.594,61,-9
"misty_harp_50",16,0.0536059,726.768,78,31
"misty_harp_50",17,0.0535919,880.197,81,0
"misty_harp_50",18,0.0529822,310.895,63,1
"misty_harp_50",19,0.0517081,425.294,68,-41
"misty_harp_51",1,1,310.895,63,1
"misty_harp_51",2,0.889618,154.775,51,9
"misty_harp_51",3,0.785705,620.444,75,5
"misty_harp_51",4,0.410743,465.67,70,2
"misty_harp_51",5,0.168147,776.565,79,16
"misty_harp_51",6,0.154931,158.812,51,-36
"misty_harp_51",7,0.139777,150.737,50,-45
"misty_harp_51",8,0.126107,306.858,63,24
"misty_harp_51",9,0.101189,627.174,75,-14
"misty_harp_51",10,0.0896771,318.97,63,-43
"misty_harp_51",11,0.078082,162.85,52,21
"misty_harp_51",12,0.0744217,302.82,63,47
"misty_harp_51",13,0.0644722,146.699,50,2
"misty_harp_51",14,0.0617737,631.211,75,-25
"misty_harp_51",15,0.053791,298.782,62,-30
"misty_harp_51",16,0.0527269,611.023,75,32
"misty_harp_51",17,0.0503835,166.887,52,-22
"misty_harp_52",1,1,164.196,52,7
"misty_harp_52",2,0.74492,329.737,64,-1
"misty_harp_52",3,0.502261,493.933,71,0
"misty_harp_52",4,0.21649,656.783,76,7
"misty_harp_52",5,0.0725938,822.324,80,17
"misty_harp_52",6,0.0532783,174.963,53,-3
"misty_harp_53",1,1,173.617,53,10
"misty_harp_53",2,0.886985,348.579,65,3
"misty_harp_53",3,0.270476,522.196,72,3
"misty_harp_53",4,0.113297,168.233,52,-36
"misty_harp_53",5,0.0807358,695.813,77,7
"misty_harp_53",6,0.0691406,869.43,81,21
"misty_harp_53",7,0.0537202,340.504,65,44
"misty_harp_54",1,1,184.384,54,6
"misty_harp_54",2,0.707269,370.113,66,-1
"misty_harp_54",3,0.254877,553.151,73,4
"misty_harp_54",4,0.104869,737.535,78,6
"misty_harp_54",5,0.060804,921.918,82,19
"misty_harp_55",1,1,588.144,74,-2
"misty_harp_55",2,0.968468,390.301,67,7
"misty_harp_55",3,0.688379,196.496,55,-4
"misty_harp_55",4,0.179251,783.294,79,2
"misty_harp_55",5,0.0905546,200.534,55,-40
"misty_harp_55",6,0.0755357,594.873,74,-22
"misty_harp_55",7,0.0641873,189.767,54,-44
"misty_harp_55",8,0.0634594,397.031,67,-22
"misty_harp_55",9,0.062323,981.137,83,12
"misty_harp_56",1,1,414.527,68,3
"misty_harp_56",2,0.651556,205.918,56,15
"misty_harp_56",3,0.167076,620.444,75,5
"misty_harp_56",4,0.0911758,403.76,68,49
"misty_harp_56",5,0.0817652,1037.66,84,15
"misty_harp_56",6,0.0681187,830.399,80,0
"misty_harp_56",7,0.051952,429.331,69,42
"misty_harp_56",8,0.050136,398.376,67,-28
"misty_harp_57",1,1,440.098,69,0
"misty_harp_57",2,0.543198,218.03,57,16
"misty_harp_57",3,0.477342,659.474,76,-1
"misty_harp_57",4,0.1618,880.197,81,0
"misty_harp_57",5,0.104829,226.106,57,-47
"misty_harp_57",6,0.0867276,429.331,69,42
"misty_harp_57",7,0.0830955,193.805,55,19
"misty_harp_57",8,0.0649792,1100.92,85,12
"misty_harp_57",9,0.0604339,234.181,58,-8
"misty_harp_57",10,0.0539756,457.595,70,32
"misty_harp_58",1,1,465.67,70,2
"misty_harp_58",2,0.377014,232.835,58,2
"misty_harp_58",3,0.152808,697.159,77,3
"misty_harp_58",4,0.134712,469.707,70,-13
"misty_harp_58",5,0.110794,931.339,82,2
"misty_harp_58",6,0.0641568,1164.17,86,16
"misty_harp_58",7,0.0608573,454.903,70,42
"misty_harp_59",1,1,492.587,71,5
"misty_harp_59",2,0.476401,246.294,59,5
"misty_harp_59",3,0.225958,250.331,59,-24
"misty_harp_59",4,0.16547,487.204,71,24
"misty_harp_59",5,0.161463,738.881,78,3
"misty_harp_59",6,0.0983034,483.166,71,38
"misty_harp_59",7,0.070697,479.128,70,-47
"misty_harp_59",8,0.0663668,235.527,58,-18
"misty_harp_59",9,0.0657184,257.06,60,30
"misty_harp_59",10,0.0518893,261.098,60,3
"misty_harp_59",11,0.0511518,475.091,70,-33
"misty_harp_60",1,1,261.098,60,3
"misty_harp_60",2,0.264954,523.542,72,-1
"misty_harp_60",3,0.232228,784.64,79,-1
"misty_harp_60",4,0.21962,257.06,60,30
"misty_harp_60",5,0.0802307,248.985,59,-14
"misty_harp_60",6,0.0752459,1048.43,84,-3
"misty_harp_60",7,0.0573408,270.519,61,42
"misty_harp_61",1,1,275.903,61,8
"misty_harp_61",2,0.527571,553.151,73,4
"misty_harp_61",3,0.262572,833.091,80,-5
"misty_harp_61",4,0.221597,1110.34,85,-3
"misty_harp_61",5,0.0871156,1390.28,89,8
"misty_harp_61",6,0.0777152,549.113,73,16
"misty_harp_61",7,0.0678262,267.827,60,-41
"misty_harp_61",8,0.0629115,283.978,61,-42
"misty_harp_62",1,1,586.798,74,2
"misty_harp_62",2,0.632223,290.707,62,18
"misty_harp_62",3,0.396466,294.745,62,-6
"misty_harp_62",4,0.235898,882.888,81,-6
"misty_harp_62",5,0.11969,283.978,61,-42
"misty_harp_62",6,0.102691,590.835,74,-10
"misty_harp_62",7,0.0947589,305.512,63,32
"misty_harp_62",8,0.089045,279.94,61,-17
"misty_harp_62",9,0.0563843,594.873,74,-22
"misty_harp_62",10,0.0555738,1472.38,90,9
"misty_harp_62",11,0.0555043,313.587,63,-14
"misty_harp_62",12,0.0548428,271.865,61,34
"misty_harp_63",1,1,621.79,75,1
"misty_harp_63",2,0.543995,310.895,63,1
"misty_harp_63",3,0.28792,1242.23,87,3
"misty_harp_63",4,0.192566,931.339,82,2
"misty_harp_63",5,0.111791,1553.13,91,16
"misty_harp_63",6,0.087199,628.52,75,-17
"misty_harp_63",7,0.0557897,632.557,75,-28
"misty_harp_64",1,1,328.391,64,7
"misty_harp_64",2,0.435045,659.474,76,-1
"misty_harp_64",3,0.187583,333.775,64,-22
"misty_harp_64",4,0.178614,987.866,83,0
"misty_harp_64",5,0.116624,321.662,64,42
"misty_harp_64",6,0.050719,309.549,63,9
"misty_harp_65",1,1,348.579,65,3
"misty_harp_65",2,0.472028,698.505,77,0
"misty_harp_65",3,0.0617818,1044.39,84,3
"misty_harp_66",1,1,368.767,66,6
"misty_harp_66",2,0.445225,740.226,78,-1
"misty_harp_66",3,0.0830587,1107.65,85,2
"misty_harp_67",1,1,392.993,67,-4
"misty_harp_67",2,0.729596,781.948,79,5
"misty_harp_67",3,0.213559,1176.29,86,-2
"misty_harp_67",4,0.179949,388.955,67,13
"misty_harp_67",5,0.0978816,1569.28,91,-1
"misty_harp_67",6,0.0820194,384.918,67,32
"misty_harp_67",7,0.0642653,401.068,67,-40
"misty_harp_67",8,0.0504554,1172.25,86,4
"misty_harp_68",1,1,830.399,80,0
"misty_harp_68",2,0.996099,413.181,68,9
"misty_harp_68",3,0.25201,826.362,80,9
"misty_harp_68",4,0.111059,838.475,80,-16
"misty_harp_68",5,0.10959,841.166,80,-22
"misty_harp_68",6,0.100484,818.287,80,26
"misty_harp_68",7,0.0976209,1243.58,87,1
"misty_harp_68",8,0.0882726,1238.2,87,9
"misty_harp_68",9,0.067767,402.414,67,-45
"misty_harp_68",10,0.0652797,2076.67,96,14
"misty_harp_68",11,0.0612882,1662.14,92,-1
"misty_harp_69",1,1,880.197,81,0
"misty_harp_69",2,0.790499,440.098,69,0
"misty_harp_69",3,0.671883,436.061,69,16
"misty_harp_69",4,0.242928,1320.29,88,-2
"misty_harp_69",5,0.191828,446.828,69,-27
"misty_harp_69",6,0.171529,873.467,81,13
"misty_harp_69",7,0.155151,1760.39,93,0
"misty_harp_69",8,0.127915,426.64,68,-47
"misty_harp_69",9,0.0968266,422.602,68,-30
"misty_harp_69",10,0.0960816,454.903,70,42
"misty_harp_69",11,0.0828519,417.219,68,-8
"misty_harp_69",12,0.0800723,413.181,68,9
"misty_harp_69",13,0.0727401,893.655,81,-27
"misty_harp_69",14,0.0658113,458.94,70,27
"misty_harp_69",15,0.0637828,471.053,70,-18
"misty_harp_69",16,0.061793,462.978,70,12
"misty_harp_69",17,0.0517637,410.489,68,20
"misty_harp_70",1,1,465.67,70,2
"misty_harp_70",2,0.376431,931.339,82,2
"misty_harp_70",3,0.0881507,454.903,70,42
"misty_harp_70",4,0.0539534,485.858,71,28
"misty_harp_70",5,0.0514506,1397.01,89,0
"misty_harp_71",1,1,493.933,71,0
"misty_harp_71",2,0.303638,986.52,83,2
"misty_harp_71",3,0.118213,487.204,71,24
"misty_harp_71",4,0.0866007,990.558,83,-5
"misty_harp_71",5,0.0531556,1480.45,90,-1
"misty_harp_72",1,1,522.196,72,3
"misty_harp_72",2,0.134764,516.813,72,21
"misty_harp_72",3,0.0706847,512.775,72,35
"misty_harp_72",4,0.0662516,1045.74,84,1
"misty_harp_72",5,0.0598101,532.963,72,-32
"moor_cowbell",1,1,1048.43,84,-3
"moor_cowbell",2,0.883838,2302.78,98,35
"moor_cowbell",3,0.836335,1051.12,84,-8
"moor_cowbell",4,0.814538,2298.74,98,38
"moor_cowbell",5,0.789358,500.662,71,-24
"moor_cowbell",6,0.729757,1752.32,93,8
"moor_cowbell",7,0.607133,2909.76,102,30
"moor_cowbell",8,0.588776,2913.8,102,27
"moor_cowbell",9,0.588383,1756.36,93,4
"moor_cowbell",10,0.556999,1748.28,93,12
"moor_cowbell",11,0.53785,2306.81,98,32
"moor_cowbell",12,0.507327,2905.73,102,32
"moor_cowbell",13,0.461298,2294.7,98,41
"moor_cowbell",14,0.454101,497.971,71,-14
"moor_cowbell",15,0.42497,2901.69,102,34
"moor_cowbell",16,0.418162,1760.39,93,0
"moor_cowbell",17,0.380737,2917.84,102,25
"moor_cowbell",18,0.376919,1728.09,93,32
"moor_cowbell",19,0.375696,2310.85,98,29
"moor_cowbell",20,0.373181,1724.05,93,36
"moor_cowbell",21,0.360083,1732.13,93,28
"moor_cowbell",22,0.359886,2897.65,102,37
"moor_cowbell",23,0.359683,776.565,79,16
"moor_cowbell",24,0.355145,1720.02,93,40
"moor_cowbell",25,0.342513,780.602,79,7
"moor_cowbell",26,0.339701,1744.24,93,16
"moor_cowbell",27,0.337949,772.527,79,25
"moor_cowbell",28,0.337361,10464.1,124,14
"moor_cowbell",29,0.336996,10468.1,124,13
"moor_cowbell",30,0.334621,752.339,78,-29
"moor_cowbell",31,0.326462,8431.85,120,-12
"moor_cowbell",32,0.325081,1764.43,93,-4
"moor_cowbell",33,0.323581,8427.81,120,-12
"moor_cowbell",34,0.323372,10472.2,124,13
"moor_cowbell",35,0.3182,1044.39,84,3
"moor_cowbell",36,0.317945,8435.89,120,-13
"moor_cowbell",37,0.31789,1055.16,84,-14
"moor_cowbell",38,0.316902,1715.98,93,44
"moor_cowbell",39,0.316185,756.377,78,-38
"moor_cowbell",40,0.31567,10460.1,124,15
"moor_cowbell",41,0.315497,1736.17,93,24
"moor_cowbell",42,0.315016,748.302,78,-19
"moor_cowbell",43,0.313789,8423.78,120,-11
"moor_cowbell",44,0.312612,2893.61,102,39
"moor_cowbell",45,0.309379,784.64,79,-1
"moor_cowbell",46,0.306827,10476.2,124,12
"moor_cowbell",47,0.301261,728.114,78,28
"moor_cowbell",48,0.299969,7018.69,117,5
"moor_cowbell",49,0.297317,7014.65,117,6
"moor_cowbell",50,0.295422,10500.4,124,8
"pibgorn_36",1,1,259.752,60,12
"pibgorn_36",2,0.271102,3405.04,104,-43
"pibgorn_36",3,0.269141,2866.7,101,-45
"pibgorn_36",4,0.231649,3666.14,106,30
"pibgorn_36",5,0.220365,1302.8,88,21
"pibgorn_36",6,0.179757,781.948,79,5
"pibgorn_36",7,0.178734,3142.6,103,-4
"pibgorn_36",8,0.171523,1824.99,94,37
"pibgorn_36",9,0.162479,1047.08,84,-1
"pibgorn_36",10,0.159932,3388.89,104,-34
"pibgorn_36",11,0.154638,776.565,79,16
"pibgorn_36",12,0.148018,2345.84,98,3
"pibgorn_36",13,0.143739,3911.09,107,18
"pibgorn_36",14,0.138859,2619.06,100,12
"pibgorn_36",15,0.128506,3928.58,107,10
"pibgorn_36",16,0.121243,1833.07,94,30
"pibgorn_36",17,0.0918272,1037.66,84,15
"pibgorn_36",18,0.089027,2094.17,96,-1
"pibgorn_36",19,0.0854376,2357.96,98,-6
"pibgorn_36",20,0.081174,523.542,72,-1
"pibgorn_36",21,0.0802645,4431.94,109,1
"pibgorn_36",22,0.0799699,787.332,79,-7
"pibgorn_36",23,0.078566,1033.63,84,21
"pibgorn_36",24,0.0732023,519.504,72,12
"pibgorn_36",25,0.0727571,1298.76,88,26
"pibgorn_36",26,0.0633932,1308.18,88,14
"pibgorn_36",27,0.0553673,1829.03,94,33
"pibgorn_36",28,0.0513258,251.677,59,-33
"pibgorn_36",29,0.0510647,1310.87,88,10
"pibgorn_37",1,1,275.903,61,8
"pibgorn_37",2,0.354226,3609.61,105,-44
"pibgorn_37",3,0.31501,3886.86,107,28
"pibgorn_37",4,0.303999,831.745,80,-2
"pibgorn_37",5,0.282177,4164.11,108,9
"pibgorn_37",6,0.275842,3592.12,105,-35
"pibgorn_37",7,0.273645,1380.86,89,20
"pibgorn_37",8,0.23814,2497.93,99,-6
"pibgorn_37",9,0.223233,3040.31,102,-46
"pibgorn_37",10,0.213116,2220.68,97,-3
"pibgorn_37",11,0.194821,1934.01,95,37
"pibgorn_37",12,0.190361,3331.02,104,-4
"pibgorn_37",13,0.174833,4145.27,108,17
"pibgorn_37",14,0.169981,823.67,80,15
"pibgorn_37",15,0.163417,2487.16,99,1
"pibgorn_37",16,0.121239,547.768,73,21
"pibgorn_37",17,0.11506,2776.52,101,11
"pibgorn_37",18,0.112924,554.497,73,0
"pibgorn_37",19,0.111199,285.324,62,50
"pibgorn_37",20,0.111061,1943.43,95,28
"pibgorn_37",21,0.109839,1099.57,85,14
"pibgorn_37",22,0.108152,1095.54,85,21
"pibgorn_37",23,0.107807,1110.34,85,-3
"pibgorn_37",24,0.104748,550.459,73,12
"pibgorn_37",25,0.0898198,1371.44,89,32
"pibgorn_37",26,0.085568,4698.42,110,0
"pibgorn_37",27,0.0822558,819.633,80,23
"pibgorn_37",28,0.0783704,1375.48,89,27
"pibgorn_37",29,0.0755578,289.361,62,26
"pibgorn_37",30,0.0748625,1106.3,85,4
"pibgorn_37",31,0.0735249,265.136,60,-23
"pibgorn_37",32,0.0733039,1384.9,89,15
"pibgorn_37",33,0.0701485,1919.21,94,-50
"pibgorn_37",34,0.0686699,1929.97,95,40
"pibgorn_37",35,0.0647959,1923.24,95,46
"pibgorn_37",36,0.0631576,1662.14,92,-1
"pibgorn_37",37,0.061363,293.399,62,2
"pibgorn_37",38,0.0589229,1647.34,92,15
"pibgorn_37",39,0.0578236,3882.82,107,30
"pibgorn_37",40,0.0567685,261.098,60,3
"pibgorn_37",41,0.0554015,3890.9,107,27
"pibgorn_37",42,0.0514399,1655.42,92,6
"pibgorn_37",43,0.0512665,2492.54,99,-2
"pibgorn_38",1,1,4414.44,109,8
"pibgorn_38",2,0.795475,1464.3,90,18
"pibgorn_38",3,0.771233,3826.3,106,-44
"pibgorn_38",4,0.531602,3807.46,106,-36
"pibgorn_38",5,0.499735,292.053,62,10
"pibgorn_38",6,0.445644,4119.7,108,28
"pibgorn_38",7,0.423861,3223.35,103,-48
"pibgorn_38",8,0.422843,2636.55,100,0
"pibgorn_38",9,0.390584,4394.25,109,16
"pibgorn_38",10,0.372545,2943.41,102,10
"pibgorn_38",11,0.355632,882.888,81,-6
"pibgorn_38",12,0.321547,2647.32,100,-7
"pibgorn_38",13,0.304391,2051.1,96,35
"pibgorn_38",14,0.303604,296.091,62,-14
"pibgorn_38",15,0.301051,288.015,62,34
"pibgorn_38",16,0.273,2353.92,98,-3
"pibgorn_38",17,0.25248,872.121,81,16
"pibgorn_38",18,0.214391,3531.55,105,-6
"pibgorn_38",19,0.196938,869.43,81,21
"pibgorn_38",20,0.192553,588.144,74,-2
"pibgorn_38",21,0.191459,2059.18,96,28
"pibgorn_38",22,0.177484,584.106,74,10
"pibgorn_38",23,0.174834,1172.25,86,4
"pibgorn_38",24,0.171951,1174.94,86,0
"pibgorn_38",25,0.163044,1157.44,86,26
"pibgorn_38",26,0.162098,876.159,81,8
"pibgorn_38",27,0.161743,1755.01,93,5
"pibgorn_38",28,0.151041,2034.95,96,49
"pibgorn_38",29,0.14128,2030.91,95,-48
"pibgorn_38",30,0.128378,1453.54,90,31
"pibgorn_38",31,0.126306,4709.19,110,-4
"pibgorn_38",32,0.126004,1458.92,90,25
"pibgorn_38",33,0.125291,2063.21,96,25
"pibgorn_38",34,0.124945,1161.48,86,20
"pibgorn_38",35,0.122019,1165.52,86,14
"pibgorn_38",36,0.118321,1178.98,86,-6
"pibgorn_38",37,0.117812,4410.4,109,10
"pibgorn_38",38,0.114435,864.046,81,32
"pibgorn_38",39,0.104086,4979.71,111,-1
"pibgorn_38",40,0.0977572,1745.59,93,14
"pibgorn_38",41,0.0956348,1473.72,90,7
"pibgorn_38",42,0.0900923,3818.22,106,-41
"pibgorn_38",43,0.0893114,2627.13,100,7
"pibgorn_38",44,0.0884615,3814.19,106,-39
"pibgorn_38",45,0.0855739,1765.78,93,-6
"pibgorn_38",46,0.0849685,2904.38,102,33
"pibgorn_38",47,0.0791544,5297.33,112,-8
"pibgorn_38",48,0.0778368,1742.9,93,17
"pibgorn_38",49,0.0753247,4422.52,109,5
"pibgorn_38",50,0.0738507,4406.37,109,11
"pibgorn_39",1,1,4364.64,109,28
"pibgorn_39",2,0.925442,4053.75,107,-44
"pibgorn_39",3,0.717411,309.549,63,9
"pibgorn_39",4,0.616738,935.377,82,-6
"pibgorn_39",5,0.591078,929.994,82,4
"pibgorn_39",6,0.527545,3741.51,106,-6
"pibgorn_39",7,0.523766,623.136,75,-2
"pibgorn_39",8,0.437729,2792.67,101,1
"pibgorn_39",9,0.435192,2172.23,97,36
"pibgorn_39",10,0.420486,3414.46,104,-47
"pibgorn_39",11,0.411338,924.61,82,14
"pibgorn_39",12,0.394765,4034.91,107,-36
"pibgorn_39",13,0.391779,3118.37,103,10
"pibgorn_39",14,0.382396,2806.13,101,-8
"pibgorn_39",15,0.351536,2183,97,27
"pibgorn_39",16,0.342493,4676.89,110,8
"pibgorn_39",17,0.319592,4655.35,110,16
"pibgorn_39",18,0.319035,305.512,63,32
"pibgorn_39",19,0.282623,2493.89,99,-3
"pibgorn_39",20,0.267268,1551.78,91,18
"pibgorn_39",21,0.258733,619.098,75,9
"pibgorn_39",22,0.225151,1235.51,87,13
"pibgorn_39",23,0.186001,615.061,75,20
"pibgorn_39",24,0.156496,5275.8,112,-1
"pibgorn_39",25,0.153728,1231.47,87,18
"pibgorn_39",26,0.134894,4371.37,109,25
"pibgorn_39",27,0.133135,1246.27,87,-2
"pibgorn_39",28,0.130596,1541.02,91,30
"pibgorn_39",29,0.129973,1866.72,94,-2
"pibgorn_39",30,0.128533,1846.53,94,17
"pibgorn_39",31,0.128081,1559.86,91,9
"pibgorn_39",32,0.117972,940.761,82,-16
"pibgorn_39",33,0.117027,1870.75,94,-6
"pibgorn_39",34,0.115736,4359.26,109,30
"pibgorn_39",35,0.115446,2168.19,97,39
"pibgorn_39",36,0.114188,1850.57,94,13
"pibgorn_39",37,0.113623,917.881,82,27
"pibgorn_39",38,0.11155,627.174,75,-14
"pibgorn_39",39,0.105837,1557.17,91,12
"pibgorn_39",40,0.103151,2802.09,101,-5
"pibgorn_39",41,0.0987564,2796.71,101,-2
"pibgorn_39",42,0.0966304,1227.43,87,24
"pibgorn_39",43,0.0936214,3745.55,106,-8
"pibgorn_39",44,0.0895821,3737.47,106,-4
"pibgorn_39",45,0.0871114,2483.12,99,4
"pibgorn_39",46,0.0859872,2772.48,101,13
"pibgorn_39",47,0.0839482,4355.22,109,31
"pibgorn_39",48,0.0836151,2156.08,97,49
"pibgorn_39",49,0.0815547,2466.97,99,15
"pibgorn_39",50,0.0812112,2160.12,97,45
"pibgorn_40",1,1,329.737,64,-1
"pibgorn_40",2,0.933232,327.046,64,14
"pibgorn_40",3,0.689787,4293.31,108,-44
"pibgorn_40",4,0.372051,990.558,83,-5
"pibgorn_40",5,0.335443,3963.58,107,-5
"pibgorn_40",6,0.327276,1321.64,88,-4
"pibgorn_40",7,0.316649,987.866,83,0
"pibgorn_40",8,0.289299,3617.69,105,-47
"pibgorn_40",9,0.280185,4624.4,110,28
"pibgorn_40",10,0.279906,660.82,76,-4
"pibgorn_40",11,0.269338,979.791,83,14
"pibgorn_40",12,0.263854,4275.82,108,-37
"pibgorn_40",13,0.253237,2643.28,100,-4
"pibgorn_40",14,0.24693,2959.56,102,0
"pibgorn_40",15,0.193126,4932.6,111,16
"pibgorn_40",16,0.191918,335.121,64,-29
"pibgorn_40",17,0.173425,4955.48,111,8
"pibgorn_40",18,0.158653,655.437,76,10
"pibgorn_40",19,0.156245,2973.02,102,-8
"pibgorn_40",20,0.138323,1308.18,88,14
"pibgorn_40",21,0.130602,1648.69,92,13
"pibgorn_40",22,0.129164,339.158,64,-49
"pibgorn_40",23,0.125693,1304.14,88,19
"pibgorn_40",24,0.121951,2313.54,98,27
"pibgorn_40",25,0.115729,2629.82,100,5
"pibgorn_40",26,0.108114,1641.96,92,20
"pibgorn_40",27,0.107717,318.97,63,-43
"pibgorn_40",28,0.104845,4300.04,108,-47
"pibgorn_40",29,0.104319,2301.43,98,36
