"Sample","Peak","Intensity","Frequency","Key","Correction"
"bagpipe_36",1,1,1045.74,84,1
"bagpipe_36",2,0.883675,1308.18,88,14
"bagpipe_36",3,0.845851,915.189,82,32
"bagpipe_36",4,0.795557,261.098,60,3
"bagpipe_36",5,0.658877,522.196,72,3
"bagpipe_36",6,0.620683,391.647,67,2
"bagpipe_36",7,0.54827,784.64,79,-1
"bagpipe_36",8,0.309523,130.549,48,3
"bagpipe_36",9,0.298829,1569.28,91,-1
"bagpipe_36",10,0.297959,1176.29,86,-2
"bagpipe_36",11,0.248368,1699.83,92,-40
"bagpipe_36",12,0.241345,1830.38,94,32
"bagpipe_36",13,0.228553,1438.73,90,49
"bagpipe_36",14,0.180459,1049.78,84,-5
"bagpipe_36",15,0.163673,654.091,76,14
"bagpipe_36",16,0.161908,1041.7,84,8
"bagpipe_36",17,0.156557,2092.82,96,0
"bagpipe_36",18,0.14217,257.06,60,30
"bagpipe_36",19,0.138127,2223.37,97,-5
"bagpipe_36",20,0.131071,265.136,60,-23
"bagpipe_36",21,0.113723,1301.45,88,23
"bagpipe_36",22,0.11266,1313.57,88,7
"bagpipe_36",23,0.0875812,1053.81,84,-12
"bagpipe_36",24,0.0786726,907.114,82,47
"bagpipe_36",25,0.0756991,528.925,72,-19
"bagpipe_36",26,0.0731286,1037.66,84,15
"bagpipe_36",27,0.0724841,790.023,79,-13
"bagpipe_36",28,0.0684046,253.023,59,-42
"bagpipe_36",29,0.0682555,1297.42,88,28
"bagpipe_36",30,0.0656064,1317.6,88,1
"bagpipe_36",31,0.0641041,1960.93,95,13
"bagpipe_36",32,0.06288,269.173,60,-49
"bagpipe_36",33,0.0577617,777.911,79,13
"bagpipe_36",34,0.0575596,1057.85,84,-19
"bagpipe_36",35,0.056317,923.264,82,17
"bagpipe_36",36,0.0563127,3008.01,102,-28
"bagpipe_36",37,0.0555374,1565.24,91,3
"bagpipe_36",38,0.0549318,2746.91,101,29
"bagpipe_36",39,0.0519686,903.076,81,-45
"bagpipe_36",40,0.0506109,1293.38,88,33
"bagpipe_37",1,1,415.873,68,-2
"bagpipe_37",2,0.629478,1384.9,89,15
"bagpipe_37",3,0.490342,1107.65,85,2
"bagpipe_37",4,0.476764,553.151,73,4
"bagpipe_37",5,0.419282,1800.77,93,-40
"bagpipe_37",6,0.314153,830.399,80,0
"bagpipe_37",7,0.313086,275.903,61,8
"bagpipe_37",8,0.23545,137.278,49,16
"bagpipe_37",9,0.190078,969.024,83,33
"bagpipe_37",10,0.166079,1246.27,87,-2
"bagpipe_37",11,0.160415,1939.39,95,32
"bagpipe_37",12,0.12827,409.143,68,26
"bagpipe_37",13,0.127396,421.256,68,-25
"bagpipe_37",14,0.125082,1523.52,91,50
"bagpipe_37",15,0.124104,691.775,77,17
"bagpipe_37",16,0.0781037,2216.64,97,1
"bagpipe_37",17,0.0780087,425.294,68,-41
"bagpipe_37",18,0.0747134,405.106,68,43
"bagpipe_37",19,0.0657218,1102.26,85,10
"bagpipe_37",20,0.0603804,1662.14,92,-1
"bagpipe_37",21,0.0556726,1392.97,89,5
"bagpipe_37",22,0.0552193,429.331,69,42
"bagpipe_37",23,0.0549403,1114.38,85,-9
"bagpipe_37",24,0.0533809,401.068,67,-40
"bagpipe_37",25,0.0532802,2355.27,98,-4
"bagpipe_37",26,0.0504705,141.316,49,-34
"bagpipe_38",1,1,733.497,78,15
"bagpipe_38",2,0.633611,440.098,69,0
"bagpipe_38",3,0.417081,1320.29,88,-2
"bagpipe_38",4,0.400058,586.798,74,2
"bagpipe_38",5,0.211219,146.699,50,2
"bagpipe_38",6,0.207072,880.197,81,0
"bagpipe_38",7,0.178264,729.46,78,25
"bagpipe_38",8,0.167887,1026.9,84,33
"bagpipe_38",9,0.16118,737.535,78,6
"bagpipe_38",10,0.155594,2055.14,96,32
"bagpipe_38",11,0.115843,1761.74,93,-2
"bagpipe_38",12,0.0889121,1613.69,91,-50
"bagpipe_38",13,0.0879957,2348.54,98,1
"bagpipe_38",14,0.0872369,2201.84,97,12
"bagpipe_38",15,0.0855506,444.136,69,-16
"bagpipe_38",16,0.0844425,725.422,78,34
"bagpipe_38",17,0.0796202,741.572,78,-4
"bagpipe_38",18,0.0767163,293.399,62,2
"bagpipe_38",19,0.0699975,590.835,74,-10
"bagpipe_38",20,0.0667365,582.76,74,14
"bagpipe_38",21,0.0582742,432.023,69,32
"bagpipe_38",22,0.0570158,721.384,78,44
"bagpipe_38",23,0.0569349,1468.34,90,14
"bagpipe_38",24,0.0548453,1314.91,88,5
"bagpipe_38",25,0.0514674,745.61,78,-13
"bagpipe_39",1,1,1088.81,85,31
"bagpipe_39",2,0.649095,621.79,75,1
"bagpipe_39",3,0.439049,154.775,51,9
"bagpipe_39",4,0.421117,777.911,79,13
"bagpipe_39",5,0.365184,465.67,70,2
"bagpipe_39",6,0.312598,1243.58,87,1
"bagpipe_39",7,0.246392,310.895,63,1
"bagpipe_39",8,0.207328,1555.82,91,13
"bagpipe_39",9,0.174932,1399.7,89,-3
"bagpipe_39",10,0.133462,2021.49,95,-40
"bagpipe_39",11,0.132552,1094.19,85,23
"bagpipe_39",12,0.119973,617.753,75,13
"bagpipe_39",13,0.116813,1082.08,85,42
"bagpipe_39",14,0.11548,1710.6,93,49
"bagpipe_39",15,0.114273,625.828,75,-10
"bagpipe_39",16,0.111008,2177.61,97,31
"bagpipe_39",17,0.106829,932.685,82,-1
"bagpipe_39",18,0.0782393,1098.23,85,16
"bagpipe_39",19,0.0767606,158.812,51,-36
"bagpipe_39",20,0.0762439,1866.72,94,-2
"bagpipe_39",21,0.0738649,1078.04,85,49
"bagpipe_39",22,0.073855,150.737,50,-45
"bagpipe_39",23,0.0617994,1247.62,87,-4
"bagpipe_39",24,0.0589006,2332.39,98,13
"bagpipe_39",25,0.055383,629.865,75,-21
"bagpipe_39",26,0.0539328,1102.26,85,10
"bagpipe_39",27,0.0534128,771.181,79,29
"bagpipe_39",28,0.0512659,783.294,79,2
"bagpipe_39",29,0.0507984,613.715,75,24
"bagpipe_39",30,0.0507703,1074,84,-45
"bagpipe_39",31,0.0503259,1239.54,87,7
"bagpipe_40",1,1,1153.41,86,32
"bagpipe_40",2,0.734719,164.196,52,7
"bagpipe_40",3,0.487885,328.391,64,7
"bagpipe_40",4,0.472887,823.67,80,15
"bagpipe_40",5,0.436231,659.474,76,-1
"bagpipe_40",6,0.411036,1317.6,88,1
"bagpipe_40",7,0.375068,493.933,71,0
"bagpipe_40",8,0.246927,1647.34,92,15
"bagpipe_40",9,0.21102,2306.81,98,32
"bagpipe_40",10,0.130432,160.158,52,50
"bagpipe_40",11,0.127292,1158.79,86,24
"bagpipe_40",12,0.115849,168.233,52,-36
"bagpipe_40",13,0.113734,1483.14,90,-4
"bagpipe_40",14,0.112771,987.866,83,0
"bagpipe_40",15,0.106432,2142.62,96,-41
"bagpipe_40",16,0.104572,1812.88,94,49
"bagpipe_40",17,0.0968488,1146.68,86,42
"bagpipe_40",18,0.0917898,819.633,80,23
"bagpipe_40",19,0.0778464,1977.08,95,-1
"bagpipe_40",20,0.076715,1321.64,88,-4
"bagpipe_40",21,0.0763553,1162.83,86,18
"bagpipe_40",22,0.0731901,827.708,80,6
"bagpipe_40",23,0.0688174,2471.01,99,13
"bagpipe_40",24,0.0661544,1313.57,88,7
"bagpipe_40",25,0.0635359,156.12,51,-6
"bagpipe_40",26,0.0608692,1141.29,86,50
"bagpipe_40",27,0.058358,172.271,53,23
"bagpipe_40",28,0.0577421,652.745,76,17
"bagpipe_40",29,0.0573888,664.858,76,-15
"bagpipe_40",30,0.056991,323.008,64,35
"bagpipe_40",31,0.0545124,1166.87,86,12
"bagpipe_41",1,1,523.542,72,-1
"bagpipe_41",2,0.898486,1047.08,84,-1
"bagpipe_41",3,0.797966,697.159,77,3
"bagpipe_41",4,0.73636,1222.05,87,32
"bagpipe_41",5,0.572361,1570.63,91,-3
"bagpipe_41",6,0.567458,873.467,81,13
"bagpipe_41",7,0.558671,348.579,65,3
"bagpipe_41",8,0.558488,1920.55,95,49
"bagpipe_41",9,0.348035,2444.09,99,32
"bagpipe_41",10,0.309421,2094.17,96,-1
"bagpipe_41",11,0.282075,2619.06,100,12
"bagpipe_41",12,0.236091,1744.24,93,16
"bagpipe_41",13,0.196185,2792.67,101,1
"bagpipe_41",14,0.196136,1395.66,89,2
"bagpipe_41",15,0.182463,2269.13,97,-40
"bagpipe_41",16,0.153764,1043.05,84,6
"bagpipe_41",17,0.152632,3142.6,103,-4
"bagpipe_41",18,0.143815,4014.72,107,-28
"bagpipe_41",19,0.141093,1051.12,84,-8
"bagpipe_41",20,0.133655,528.925,72,-19
"bagpipe_41",21,0.12241,2967.64,102,-4
"bagpipe_41",22,0.120055,691.775,77,17
"bagpipe_41",23,0.117219,3317.56,104,3
"bagpipe_41",24,0.114371,866.738,81,26
"bagpipe_41",25,0.109931,516.813,72,21
"bagpipe_41",26,0.105567,703.888,77,-13
"bagpipe_41",27,0.101277,3841.1,107,49
"bagpipe_41",28,0.100891,878.851,81,2
"bagpipe_41",29,0.0928142,3491.18,105,14
"bagpipe_41",30,0.0918294,1227.43,87,24
"bagpipe_41",31,0.0885554,1565.24,91,3
"bagpipe_41",32,0.0844545,1749.63,93,10
"bagpipe_41",33,0.0792261,1215.32,87,41
"bagpipe_41",34,0.0781787,532.963,72,-32
"bagpipe_41",35,0.0775601,4189.68,108,-2
"bagpipe_41",36,0.0729737,1925.93,95,44
"bagpipe_41",37,0.0715884,1577.36,91,-10
"bagpipe_41",38,0.0708435,1039.01,84,12
"bagpipe_41",39,0.0704173,862.7,81,34
"bagpipe_41",40,0.0680023,1055.16,84,-14
"bagpipe_41",41,0.0676432,687.738,77,27
"bagpipe_41",42,0.0655946,1913.82,94,-45
"bagpipe_41",43,0.0647164,4888.19,111,32
"bagpipe_41",44,0.0645655,512.775,72,35
"bagpipe_41",45,0.0609736,707.926,77,-23
"bagpipe_41",46,0.0593371,882.888,81,-6
"bagpipe_41",47,0.058566,174.963,53,-3
"bagpipe_41",48,0.0581628,3666.14,106,30
"bagpipe_41",49,0.0544173,1231.47,87,18
"bagpipe_41",50,0.0528595,537.001,72,-45
"bagpipe_42",1,1,368.767,66,6
"bagpipe_42",2,0.878946,1849.22,94,14
"bagpipe_42",3,0.819019,924.61,82,14
"bagpipe_42",4,0.791776,184.384,54,6
"bagpipe_42",5,0.619097,1664.84,92,-4
"bagpipe_42",6,0.556405,2034.95,96,49
"bagpipe_42",7,0.545076,738.881,78,3
"bagpipe_42",8,0.392805,554.497,73,0
"bagpipe_42",9,0.38019,2219.33,97,-1
"bagpipe_42",10,0.298307,2403.72,98,-40
"bagpipe_42",11,0.287355,2589.45,100,32
"bagpipe_42",12,0.180522,3329.67,104,-4
"bagpipe_42",13,0.172635,1108.99,85,0
"bagpipe_42",14,0.155979,1853.26,94,11
"bagpipe_42",15,0.144683,180.346,54,44
"bagpipe_42",16,0.142754,3884.17,107,30
"bagpipe_42",17,0.134792,4069.9,108,49
"bagpipe_42",18,0.132844,1845.18,94,18
"bagpipe_42",19,0.129967,188.421,54,-32
"bagpipe_42",20,0.127864,1479.11,90,1
"bagpipe_42",21,0.12358,363.384,66,31
"bagpipe_42",22,0.119633,2773.83,101,12
"bagpipe_42",23,0.11373,742.918,78,-7
"bagpipe_42",24,0.108442,375.497,66,-26
"bagpipe_42",25,0.0889468,1294.72,88,32
"bagpipe_42",26,0.0806218,3699.79,106,14
"bagpipe_42",27,0.0798734,734.843,78,12
"bagpipe_42",28,0.0756398,2028.22,95,-46
"bagpipe_42",29,0.0743104,1857.3,94,7
"bagpipe_42",30,0.0739502,359.346,65,-49
"bagpipe_42",31,0.0721535,176.308,53,-17
"bagpipe_42",32,0.0707603,2040.33,96,44
"bagpipe_42",33,0.0671282,2959.56,102,0
"bagpipe_42",34,0.0655839,1841.15,94,22
"bagpipe_42",35,0.0653071,916.535,82,30
"bagpipe_42",36,0.0641789,192.459,55,32
"bagpipe_42",37,0.0640169,2215.3,97,2
"bagpipe_42",38,0.0633888,379.534,66,-44
"bagpipe_42",39,0.0629798,2223.37,97,-5
"bagpipe_42",40,0.0599084,932.685,82,-1
"bagpipe_42",41,0.059823,4254.28,108,-28
"bagpipe_42",42,0.059676,3514.06,105,3
"bagpipe_42",43,0.0544929,1658.11,92,3
"bagpipe_42",44,0.0512469,355.309,65,-30
"bagpipe_42",45,0.0508407,746.956,78,-16
"bagpipe_43",1,1,783.294,79,2
"bagpipe_43",2,0.669377,195.151,55,7
"bagpipe_43",3,0.666905,979.791,83,14
"bagpipe_43",4,0.54391,391.647,67,2
"bagpipe_43",5,0.492816,1959.58,95,14
"bagpipe_43",6,0.307149,586.798,74,2
"bagpipe_43",7,0.227498,2154.73,97,50
"bagpipe_43",8,0.210987,1763.08,93,-3
"bagpipe_43",9,0.173482,787.332,79,-7
"bagpipe_43",10,0.150578,779.257,79,10
"bagpipe_43",11,0.148262,2351.23,98,-1
"bagpipe_43",12,0.136949,1566.59,91,2
"bagpipe_43",13,0.133996,2547.72,99,-40
"bagpipe_43",14,0.133673,3527.52,105,-4
"bagpipe_43",15,0.117803,199.188,55,-28
"bagpipe_43",16,0.110094,1174.94,86,0
"bagpipe_43",17,0.106524,191.113,55,44
"bagpipe_43",18,0.101179,387.609,67,19
"bagpipe_43",19,0.0971495,1955.54,95,18
"bagpipe_43",20,0.0932349,985.174,83,5
"bagpipe_43",21,0.0868648,3135.87,103,0
"bagpipe_43",22,0.0855872,3331.02,104,-4
"bagpipe_43",23,0.0838519,791.369,79,-16
"bagpipe_43",24,0.0806313,1963.62,95,10
"bagpipe_43",25,0.0805386,973.061,83,26
"bagpipe_43",26,0.0789023,395.685,67,-16
"bagpipe_43",27,0.0705911,775.219,79,19
"bagpipe_43",28,0.0587698,4115.66,108,29
"bagpipe_43",29,0.0567398,795.407,79,-25
"bagpipe_43",30,0.0546412,203.226,56,37
"bagpipe_43",31,0.0536744,989.212,83,-3
"bagpipe_43",32,0.0514187,187.075,54,-19
"bagpipe_44",1,1,830.399,80,0
"bagpipe_44",2,0.736063,414.527,68,3
"bagpipe_44",3,0.604938,1868.06,94,-3
"bagpipe_44",4,0.556638,1037.66,84,15
"bagpipe_44",5,0.513545,207.263,56,3
"bagpipe_44",6,0.457368,2075.33,96,15
"bagpipe_44",7,0.349814,2283.94,98,49
"bagpipe_44",8,0.29798,2698.46,100,-40
"bagpipe_44",9,0.250666,1244.93,87,-1
"bagpipe_44",10,0.247243,623.136,75,-2
"bagpipe_44",11,0.218633,2491.2,99,-2
"bagpipe_44",12,0.152059,3737.47,106,-4
"bagpipe_44",13,0.129698,1660.8,92,0
"bagpipe_44",14,0.128605,410.489,68,20
"bagpipe_44",15,0.12529,4359.26,109,30
"bagpipe_44",16,0.122429,2905.73,102,32
"bagpipe_44",17,0.112713,4567.87,110,49
"bagpipe_44",18,0.0931489,3321.6,104,0
"bagpipe_44",19,0.0913195,822.324,80,17
"bagpipe_44",20,0.0823847,1864.02,94,1
"bagpipe_44",21,0.0747272,839.821,80,-19
"bagpipe_44",22,0.0729457,4152,108,14
"bagpipe_44",23,0.0727012,3528.86,105,-4
"bagpipe_44",24,0.0678013,212.647,56,-41
"bagpipe_44",25,0.0621904,422.602,68,-30
"bagpipe_44",26,0.0621595,406.452,68,37
"bagpipe_44",27,0.0602428,3944.73,107,3
"bagpipe_44",28,0.0563274,818.287,80,26
"bagpipe_44",29,0.0542546,2071.29,96,18
"bagpipe_44",30,0.0535714,1452.19,90,33
"bagpipe_44",31,0.0531379,843.858,80,-27
"bagpipe_44",32,0.0526453,200.534,55,-40
"bagpipe_45",1,1,219.376,57,5
"bagpipe_45",2,0.998004,878.851,81,2
"bagpipe_45",3,0.696283,438.752,69,5
"bagpipe_45",4,0.456509,1098.23,85,16
"bagpipe_45",5,0.456149,1979.77,95,-4
"bagpipe_45",6,0.335269,2199.15,97,14
"bagpipe_45",7,0.306582,2419.87,99,49
"bagpipe_45",8,0.293494,659.474,76,-1
"bagpipe_45",9,0.273071,2639.24,100,-1
"bagpipe_45",10,0.191519,1318.95,88,-1
"bagpipe_45",11,0.160839,1759.05,93,1
"bagpipe_45",12,0.146462,223.414,57,-27
"bagpipe_45",13,0.129737,3519.44,105,0
"bagpipe_45",14,0.126529,2859.97,101,-41
"bagpipe_45",15,0.125634,873.467,81,13
"bagpipe_45",16,0.11212,3959.54,107,-4
"bagpipe_45",17,0.103667,885.58,81,-11
"bagpipe_45",18,0.103662,3738.82,106,-4
"bagpipe_45",19,0.0914492,211.301,56,-30
"bagpipe_45",20,0.0824704,433.369,69,26
"bagpipe_45",21,0.0799723,445.482,69,-21
"bagpipe_45",22,0.0758229,869.43,81,21
"bagpipe_45",23,0.0728171,1092.84,85,25
"bagpipe_45",24,0.0704821,227.451,58,42
"bagpipe_45",25,0.0693474,1104.96,85,6
"bagpipe_45",26,0.0647111,1539.67,91,32
"bagpipe_45",27,0.0621765,889.618,81,-19
"bagpipe_45",28,0.0610443,207.263,56,3
"bagpipe_45",29,0.0587953,1985.15,95,-8
"bagpipe_45",30,0.0559695,1973.04,95,2
"bagpipe_45",31,0.0556342,663.512,76,-11
"bagpipe_45",32,0.0525011,865.392,81,29
"bagpipe_46",1,1,465.67,70,2
"bagpipe_46",2,0.999158,1164.17,86,16
"bagpipe_46",3,0.739889,2096.86,96,-3
"bagpipe_46",4,0.73504,931.339,82,2
"bagpipe_46",5,0.509575,2563.88,100,49
"bagpipe_46",6,0.500625,2329.69,98,15
"bagpipe_46",7,0.471248,232.835,58,2
"bagpipe_46",8,0.377559,3029.54,102,-40
"bagpipe_46",9,0.292087,698.505,77,0
"bagpipe_46",10,0.267327,2796.71,101,-2
"bagpipe_46",11,0.239874,3262.38,104,32
"bagpipe_46",12,0.197045,1398.36,89,-2
"bagpipe_46",13,0.184515,461.632,70,17
"bagpipe_46",14,0.160899,469.707,70,-13
"bagpipe_46",15,0.145796,4195.07,108,-4
"bagpipe_46",16,0.121774,1158.79,86,24
"bagpipe_46",17,0.113992,1170.9,86,6
"bagpipe_46",18,0.112458,4893.57,111,30
"bagpipe_46",19,0.111839,3495.21,105,12
"bagpipe_46",20,0.106836,2092.82,96,0
"bagpipe_46",21,0.106774,925.956,82,12
"bagpipe_46",22,0.105879,5127.75,112,49
"bagpipe_46",23,0.0936462,4660.73,110,14
"bagpipe_46",24,0.0900871,457.595,70,32
"bagpipe_46",25,0.0857096,1631.19,92,32
"bagpipe_46",26,0.0838853,938.069,82,-11
"bagpipe_46",27,0.0827198,1864.02,94,1
"bagpipe_46",28,0.0813988,473.745,70,-28
"bagpipe_46",29,0.0803458,3728.05,106,1
"bagpipe_46",30,0.074045,1154.75,86,30
"bagpipe_46",31,0.0703038,5360.59,112,-28
"bagpipe_46",32,0.0666615,1174.94,86,0
"bagpipe_46",33,0.0653749,3962.23,107,-5
"bagpipe_46",34,0.0647122,2569.26,100,45
"bagpipe_46",35,0.0640976,2104.93,96,-10
"bagpipe_46",36,0.0640831,3025.51,102,-38
"bagpipe_46",37,0.0630346,2557.15,99,-47
"bagpipe_46",38,0.0608061,2324.31,98,19
"bagpipe_46",39,0.0595263,921.918,82,19
"bagpipe_46",40,0.0584279,453.557,70,47
"bagpipe_46",41,0.0574128,226.106,57,-47
"bagpipe_46",42,0.0570201,2088.78,96,3
"bagpipe_46",43,0.056903,3033.58,102,-43
"bagpipe_46",44,0.0543618,477.783,70,-43
"bagpipe_46",45,0.0511547,942.106,82,-18
"bagpipe_46",46,0.050345,702.542,77,-10
"bagpipe_46",47,0.0502635,1150.72,86,36
"bagpipe_47",1,1,246.294,59,5
"bagpipe_47",2,0.641542,986.52,83,2
"bagpipe_47",3,0.581845,1234.16,87,14
"bagpipe_47",4,0.505132,493.933,71,0
"bagpipe_47",5,0.354305,2468.32,99,14
"bagpipe_47",6,0.287721,2220.68,97,-3
"bagpipe_47",7,0.236187,2715.96,101,49
"bagpipe_47",8,0.161426,1481.8,90,-2
"bagpipe_47",9,0.145234,242.256,59,33
"bagpipe_47",10,0.113607,2963.6,102,-2
"bagpipe_47",11,0.109028,489.895,71,14
"bagpipe_47",12,0.10201,3950.12,107,0
"bagpipe_47",13,0.0815915,740.226,78,-1
"bagpipe_47",14,0.0812251,254.369,60,49
"bagpipe_47",15,0.0774206,497.971,71,-14
"bagpipe_47",16,0.0773977,4197.76,108,-5
"bagpipe_47",17,0.0746351,238.218,58,-38
"bagpipe_47",18,0.0591417,4445.4,109,-4
"bagpipe_47",19,0.056197,993.249,83,-10
"bagpipe_47",20,0.0558432,1240.89,87,5
"bagpipe_47",21,0.0518865,485.858,71,28
"bagpipe_47",22,0.0517094,258.406,60,21
"bagpipe_48",1,1,784.64,79,-1
"bagpipe_48",2,0.876668,1045.74,84,1
"bagpipe_48",3,0.650118,2092.82,96,0
"bagpipe_48",4,0.538381,1830.38,94,32
"bagpipe_48",5,0.486889,2615.02,100,15
"bagpipe_48",6,0.461048,261.098,60,3
"bagpipe_48",7,0.45039,1569.28,91,-1
"bagpipe_48",8,0.412962,522.196,72,3
"bagpipe_48",9,0.301585,2353.92,98,-3
"bagpipe_48",10,0.184646,3401,104,-40
"bagpipe_48",11,0.172451,3662.1,106,31
"bagpipe_48",12,0.156202,1049.78,84,-5
"bagpipe_48",13,0.14325,1041.7,84,8
"bagpipe_48",14,0.117151,2877.46,102,49
"bagpipe_48",15,0.117019,4185.64,108,0
"bagpipe_48",16,0.100166,1308.18,88,14
"bagpipe_48",17,0.0996937,3138.56,103,-1
"bagpipe_48",18,0.098662,777.911,79,13
"bagpipe_48",19,0.0844335,257.06,60,30
"bagpipe_48",20,0.0822432,2098.21,96,-4
"bagpipe_48",21,0.08122,1565.24,91,3
"bagpipe_48",22,0.0739619,1053.81,84,-12
"bagpipe_48",23,0.0719133,265.136,60,-23
"bagpipe_48",24,0.0716667,4446.74,109,-5
"bagpipe_48",25,0.070678,1037.66,84,15
"bagpipe_48",26,0.0698313,1573.32,91,-6
"bagpipe_48",27,0.0678012,794.061,79,-22
"bagpipe_48",28,0.0674928,2086.09,96,6
"bagpipe_48",29,0.0646349,3923.2,107,12
"bagpipe_48",30,0.0624854,2609.63,100,18
"bagpipe_48",31,0.0608544,773.873,79,22
"bagpipe_48",32,0.0587295,2621.75,100,10
"bagpipe_48",33,0.0573201,2357.96,98,-6
"bagpipe_48",34,0.052767,1057.85,84,-19
"bagpipe_48",35,0.0502468,2102.24,96,-8
"bagpipe_49",1,1,830.399,80,0
"bagpipe_49",2,0.804257,2771.14,101,14
"bagpipe_49",3,0.592452,1107.65,85,2
"bagpipe_49",4,0.540906,2216.64,97,1
"bagpipe_49",5,0.500582,1939.39,95,32
"bagpipe_49",6,0.417625,553.151,73,4
"bagpipe_49",7,0.403533,275.903,61,8
"bagpipe_49",8,0.390879,1662.14,92,-1
"bagpipe_49",9,0.314455,3602.88,105,-40
"bagpipe_49",10,0.303145,2493.89,99,-3
"bagpipe_49",11,0.216884,3880.13,107,31
"bagpipe_49",12,0.147089,2775.18,101,12
"bagpipe_49",13,0.140645,3325.64,104,-2
"bagpipe_49",14,0.127775,825.016,80,12
"bagpipe_49",15,0.125225,2767.1,101,17
"bagpipe_49",16,0.123923,3048.39,103,49
"bagpipe_49",17,0.116188,1384.9,89,15
"bagpipe_49",18,0.115945,4434.63,109,0
"bagpipe_49",19,0.110428,837.129,80,-14
"bagpipe_49",20,0.103232,2220.68,97,-3
"bagpipe_49",21,0.101068,4157.38,108,12
"bagpipe_49",22,0.0789872,2212.6,97,4
"bagpipe_49",23,0.0755397,820.978,80,20
"bagpipe_49",24,0.0754109,1102.26,85,10
"bagpipe_49",25,0.07211,1935.36,95,36
"bagpipe_49",26,0.0698946,4711.88,110,-5
"bagpipe_49",27,0.0658349,841.166,80,-22
"bagpipe_49",28,0.0656899,2763.06,101,19
"bagpipe_49",29,0.0631615,2779.21,101,9
"bagpipe_49",30,0.056877,1114.38,85,-9
"bagpipe_49",31,0.0553126,547.768,73,21
"bagpipe_49",32,0.0544721,816.941,80,29
"bagpipe_49",33,0.0527145,3598.85,105,-38
"bagpipe_49",34,0.051909,270.519,61,42
"bagpipe_49",35,0.0512837,3606.92,105,-42
"bagpipe_49",36,0.0500498,282.632,61,-34
"bagpipe_50",1,1,1466.99,90,15
"bagpipe_50",2,0.283307,1173.6,86,2
"bagpipe_50",3,0.256341,586.798,74,2
"bagpipe_50",4,0.247805,2055.14,96,32
"bagpipe_50",5,0.219839,880.197,81,0
"bagpipe_50",6,0.133335,2641.94,100,-3
"bagpipe_50",7,0.133325,1461.61,90,22
"bagpipe_50",8,0.129511,1473.72,90,7
"bagpipe_50",9,0.111721,3230.08,104,49
"bagpipe_50",10,0.0998242,1761.74,93,-2
"bagpipe_50",11,0.0785498,1457.57,90,26
"bagpipe_50",12,0.0777226,1477.76,90,3
"bagpipe_50",13,0.0594165,3816.88,106,-40
"bagpipe_50",14,0.0568468,1453.54,90,31
"bagpipe_50",15,0.0543241,1481.8,90,-2
"bagpipe_50",16,0.0538395,2935.33,102,14
"bagpipe_50",17,0.0525616,2348.54,98,1
"bagpipe_51",1,1,1243.58,87,1
"bagpipe_51",2,0.906742,621.79,75,1
"bagpipe_51",3,0.72602,932.685,82,-1
"bagpipe_51",4,0.702746,2177.61,97,31
"bagpipe_51",5,0.532012,1554.48,91,15
"bagpipe_51",6,0.503278,2488.51,99,0
"bagpipe_51",7,0.445864,3110.3,103,14
"bagpipe_51",8,0.267017,310.895,63,1
"bagpipe_51",9,0.217366,4355.22,109,31
"bagpipe_51",10,0.210135,3421.19,105,49
"bagpipe_51",11,0.194859,2799.4,101,-3
"bagpipe_51",12,0.174544,4044.33,107,-40
"bagpipe_51",13,0.141695,1239.54,87,7
"bagpipe_51",14,0.130139,625.828,75,-10
"bagpipe_51",15,0.121645,936.723,82,-8
"bagpipe_51",16,0.120044,928.648,82,7
"bagpipe_51",17,0.100815,2484.47,99,3
"bagpipe_51",18,0.0981741,1866.72,94,-2
"bagpipe_51",19,0.0926647,2183,97,27
"bagpipe_51",20,0.0922094,2170.88,97,37
"bagpipe_51",21,0.0900823,3733.43,106,-2
"bagpipe_51",22,0.0846999,1251.66,87,-10
"bagpipe_51",23,0.078139,613.715,75,24
"bagpipe_51",24,0.0720363,1235.51,87,13
"bagpipe_51",25,0.0719067,3106.26,103,16
"bagpipe_51",26,0.0717705,2492.54,99,-2
"bagpipe_51",27,0.0680354,3114.33,103,12
"bagpipe_51",28,0.0667774,629.865,75,-21
"bagpipe_51",29,0.0656274,1549.09,91,21
"bagpipe_51",30,0.0645584,940.761,82,-16
"bagpipe_51",31,0.0580846,924.61,82,14
"bagpipe_51",32,0.0578602,2187.03,97,24
"bagpipe_51",33,0.0540326,4666.12,110,12
"bagpipe_51",34,0.0524177,609.677,75,35
"bagpipe_51",35,0.0514685,1231.47,87,18
"bagpipe_51",36,0.0513636,1561.2,91,7
"bagpipe_51",37,0.0509754,1255.69,87,-15
"bagpipe_52",1,1,1317.6,88,1
"bagpipe_52",2,0.983979,2306.81,98,32
"bagpipe_52",3,0.561766,987.866,83,0
"bagpipe_52",4,0.498587,658.129,76,3
"bagpipe_52",5,0.453456,1647.34,92,15
"bagpipe_52",6,0.355242,3296.03,104,14
"bagpipe_52",7,0.352192,2636.55,100,0
"bagpipe_52",8,0.331362,328.391,64,7
"bagpipe_52",9,0.211489,2310.85,98,29
"bagpipe_52",10,0.18498,2302.78,98,35
"bagpipe_52",11,0.176391,3625.76,106,49
"bagpipe_52",12,0.130076,4614.98,110,31
"bagpipe_52",13,0.120501,1313.57,88,7
"bagpipe_52",14,0.11661,4283.89,108,-40
"bagpipe_52",15,0.103538,2314.89,98,26
